content,data_clean_content,slang_replacement_content,tokenized_content,remove_stopwords_content
Tokopedia boleh nanya gk ini kalau kita mesan barang² melalui tokopedia bts itu dapet kartu kayak foto bts apa gimana gitu ada gk ya kalau ada saya kasih bintang5 deh jawab ya,tokopedia boleh nanya gk ini kalau kita mesan barang melalui tokopedia bts itu dapet kartu kayak foto bts apa gimana gitu ada gk ya kalau ada saya kasih bintang deh jawab ya,tokopedia boleh tanya  tidak ini kalau kita mesan barang melalui tokopedia bts itu dapat  kartu mirip  foto bts apa gimana begitu  ada tidak ya kalau ada saya kasih bintang deh jawab ya,"['tokopedia', 'boleh', 'tanya', 'tidak', 'ini', 'kalau', 'kita', 'mesan', 'barang', 'melalui', 'tokopedia', 'bts', 'itu', 'dapat', 'kartu', 'mirip', 'foto', 'bts', 'apa', 'gimana', 'begitu', 'ada', 'tidak', 'ya', 'kalau', 'ada', 'saya', 'kasih', 'bintang', 'deh', 'jawab', 'ya']","['tokopedia', 'tanya', 'tidak', 'kalau', 'mesan', 'barang', 'melalui', 'tokopedia', 'bts', 'kartu', 'mirip', 'foto', 'bts', 'apa', 'gimana', 'tidak', 'kalau', 'kasih', 'bintang', 'deh', 'jawab']"
Lumayan buat beli ROBAX 6200,lumayan buat beli robax,lumayan buat beli robax,"['lumayan', 'buat', 'beli', 'robax']","['lumayan', 'buat', 'beli', 'robax']"
Cukup baik pelayanannya,cukup baik pelayanannya,cukup baik pelayanannya,"['cukup', 'baik', 'pelayanannya']","['cukup', 'baik', 'pelayanannya']"
melayani dengan baik,melayani dengan baik,melayani dengan baik,"['melayani', 'dengan', 'baik']","['melayani', 'baik']"
semoga kedepan yah lebih bagus,semoga kedepan yah lebih bagus,semoga kedepan yah lebih bagus,"['semoga', 'kedepan', 'yah', 'lebih', 'bagus']","['semoga', 'kedepan', 'yah', 'lebih', 'bagus']"
banyak pilihan pembayarnya,banyak pilihan pembayarnya,banyak pilihan pembayarnya,"['banyak', 'pilihan', 'pembayarnya']","['banyak', 'pilihan', 'pembayarnya']"
mantap,mantap,mantap,['mantap'],['mantap']
I love indonesia,i love indonesia,i cinta indonesia,"['i', 'cinta', 'indonesia']","['i', 'cinta', 'indonesia']"
terimakasih toko pedia,terimakasih toko pedia,terimakasih toko pedia,"['terimakasih', 'toko', 'pedia']","['terimakasih', 'toko', 'pedia']"
"karna pengguna baru jdi blum paham, semoga bnyak promo dan gratis ongkir",karna pengguna baru jdi blum paham semoga bnyak promo dan gratis ongkir,karena  pengguna baru jadi belum  paham semoga banyak  promo dan gratis ongkir,"['karena', 'pengguna', 'baru', 'jadi', 'belum', 'paham', 'semoga', 'banyak', 'promo', 'dan', 'gratis', 'ongkir']","['pengguna', 'baru', 'jadi', 'belum', 'paham', 'semoga', 'banyak', 'promo', 'gratis', 'ongkir']"
cll🤩🤩🤩😍😍😍,cll wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang wajah tersenyum lebar bermata hati wajah tersenyum lebar bermata hati wajah tersenyum lebar bermata hati,selalu wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang wajah dengan mata berbentuk bintang wajah tersenyum lebar bermata hati wajah tersenyum lebar bermata hati wajah tersenyum lebar bermata hati,"['selalu', 'wajah', 'dengan', 'mata', 'berbentuk', 'bintang', 'wajah', 'dengan', 'mata', 'berbentuk', 'bintang', 'wajah', 'dengan', 'mata', 'berbentuk', 'bintang', 'wajah', 'tersenyum', 'lebar', 'bermata', 'hati', 'wajah', 'tersenyum', 'lebar', 'bermata', 'hati', 'wajah', 'tersenyum', 'lebar', 'bermata', 'hati']","['selalu', 'wajah', 'mata', 'berbentuk', 'bintang', 'wajah', 'mata', 'berbentuk', 'bintang', 'wajah', 'mata', 'berbentuk', 'bintang', 'wajah', 'tersenyum', 'lebar', 'bermata', 'hati', 'wajah', 'tersenyum', 'lebar', 'bermata', 'hati', 'wajah', 'tersenyum', 'lebar', 'bermata', 'hati']"
Lumayan,lumayan,lumayan,['lumayan'],['lumayan']
Good,good,good,['good'],['good']
mantap,mantap,mantap,['mantap'],['mantap']
mantap,mantap,mantap,['mantap'],['mantap']
Vocee 1.000.000 yg katanya q dapet itu gimana makenya yah ditokopedia??,vocee yg katanya q dapet itu gimana makenya yah ditokopedia,vocee yang  katanya saya dapat  itu gimana makenya yah ditokopedia,"['vocee', 'yang', 'katanya', 'saya', 'dapat', 'itu', 'gimana', 'makenya', 'yah', 'ditokopedia']","['vocee', 'katanya', 'gimana', 'makenya', 'yah', 'ditokopedia']"
Saya mau jual uang coin 1000 rupiah gambar kelapa sawit...klo memang ada kolektor minat silahkan chat k no ini,saya mau jual uang coin rupiah gambar kelapa sawit klo memang ada kolektor minat silahkan chat k no ini,saya mau jual uang coin rupiah gambar kelapa sawit kalau memang ada kolektor minat silahkan chat k no ini,"['saya', 'mau', 'jual', 'uang', 'coin', 'rupiah', 'gambar', 'kelapa', 'sawit', 'kalau', 'memang', 'ada', 'kolektor', 'minat', 'silahkan', 'chat', 'k', 'no', 'ini']","['mau', 'jual', 'uang', 'coin', 'rupiah', 'gambar', 'kelapa', 'sawit', 'kalau', 'memang', 'kolektor', 'minat', 'silahkan', 'chat', 'k', 'no']"
gratis ongkir dan belanja untuk pengguna baru,gratis ongkir dan belanja untuk pengguna baru,gratis ongkir dan belanja untuk pengguna baru,"['gratis', 'ongkir', 'dan', 'belanja', 'untuk', 'pengguna', 'baru']","['gratis', 'ongkir', 'belanja', 'pengguna', 'baru']"
👍👍👍,jempol ke atas jempol ke atas jempol ke atas,jempol ke atas jempol ke atas jempol ke atas,"['jempol', 'ke', 'atas', 'jempol', 'ke', 'atas', 'jempol', 'ke', 'atas']","['jempol', 'atas', 'jempol', 'atas', 'jempol', 'atas']"
terima kasih,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']"
ok,ok,oke,['oke'],['oke']
sangat bagus sukses trus tokopedia,sangat bagus sukses trus tokopedia,sangat bagus sukses terus  tokopedia,"['sangat', 'bagus', 'sukses', 'terus', 'tokopedia']","['sangat', 'bagus', 'sukses', 'terus', 'tokopedia']"
baik,baik,baik,['baik'],['baik']
Tanksss,tanksss,tanksss,['tanksss'],['tanksss']
Habis upgrade malah lelet aplikasinya,habis upgrade malah lelet aplikasinya,habis upgrade malah lelet aplikasinya,"['habis', 'upgrade', 'malah', 'lelet', 'aplikasinya']","['habis', 'upgrade', 'malah', 'lelet', 'aplikasinya']"
Toka kurang lengkap,toka kurang lengkap,toka kurang lengkap,"['toka', 'kurang', 'lengkap']","['toka', 'kurang', 'lengkap']"
Zdf v c to fcfd tiddcak sse,zdf v c to fcfd tiddcak sse,zdf v c to fcfd tiddcak sse,"['zdf', 'v', 'c', 'to', 'fcfd', 'tiddcak', 'sse']","['zdf', 'v', 'c', 'to', 'fcfd', 'tiddcak', 'sse']"
Min Bagi Bagi DM ff dong,min bagi bagi dm ff dong,min bagi bagi dm ff dong,"['min', 'bagi', 'bagi', 'dm', 'ff', 'dong']","['min', 'dm', 'ff', 'dong']"
ini beneran rp 0??,ini beneran rp,ini benar  rp,"['ini', 'benar', 'rp']","['benar', 'rp']"
Ok,ok,oke,['oke'],['oke']
Sedih sih udah gak bisa dapet tokopoint lagi dari tanam telur,sedih sih udah gak bisa dapet tokopoint lagi dari tanam telur,sedih sih sudah tidak bisa dapat  tokopoint lagi dari tanam telur,"['sedih', 'sih', 'sudah', 'tidak', 'bisa', 'dapat', 'tokopoint', 'lagi', 'dari', 'tanam', 'telur']","['sedih', 'sih', 'tidak', 'tokopoint', 'tanam', 'telur']"
Sesuai warnanya tokopedia ..Hijau..menyejukan dan meneduhkan hati para toppers,sesuai warnanya tokopedia hijau menyejukan dan meneduhkan hati para toppers,sesuai warnanya tokopedia hijau menyejukan dan meneduhkan hati para toppers,"['sesuai', 'warnanya', 'tokopedia', 'hijau', 'menyejukan', 'dan', 'meneduhkan', 'hati', 'para', 'toppers']","['sesuai', 'warnanya', 'tokopedia', 'hijau', 'menyejukan', 'meneduhkan', 'hati', 'toppers']"
Bagus sih tapi untuk harga lebih mahal sedikit dari pada toko sebelah,bagus sih tapi untuk harga lebih mahal sedikit dari pada toko sebelah,bagus sih tapi untuk harga lebih mahal sedikit dari pada toko sebelah,"['bagus', 'sih', 'tapi', 'untuk', 'harga', 'lebih', 'mahal', 'sedikit', 'dari', 'pada', 'toko', 'sebelah']","['bagus', 'sih', 'harga', 'lebih', 'mahal', 'sedikit', 'toko', 'sebelah']"
Murah sih belanja nya tapi kebanyakan gak bisa COD,murah sih belanja nya tapi kebanyakan gak bisa cod,murah sih belanja nya tapi kebanyakan tidak bisa cod,"['murah', 'sih', 'belanja', 'nya', 'tapi', 'kebanyakan', 'tidak', 'bisa', 'cod']","['murah', 'sih', 'belanja', 'nya', 'kebanyakan', 'tidak', 'cod']"
baguss,baguss,baguss,['baguss'],['baguss']
sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']","['sangat', 'membantu', 'sekali']"
Pedia,pedia,pedia,['pedia'],['pedia']
sangat baik,sangat baik,sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
4 bintang aja dlu,bintang aja dlu,bintang saja  dulu ,"['bintang', 'saja', 'dulu']","['bintang', 'dulu']"
nicesuu,nicesuu,nicesuu,['nicesuu'],['nicesuu']
Sangat bermanfaat,sangat bermanfaat,sangat bermanfaat,"['sangat', 'bermanfaat']","['sangat', 'bermanfaat']"
Next,next,next,['next'],['next']
jos,jos,jos,['jos'],['jos']
good,good,good,['good'],['good']
Yyy,yyy,yyy,['yyy'],['yyy']
Aplikasi yg bagus banget,aplikasi yg bagus banget,aplikasi yang  bagus sekali ,"['aplikasi', 'yang', 'bagus', 'sekali']","['aplikasi', 'bagus', 'sekali']"
Tolong ya di tertib pin penjual yang majang stok kosong...harus nya kalo stok ga ada jgn di tampilin,tolong ya di tertib pin penjual yang majang stok kosong harus nya kalo stok ga ada jgn di tampilin,tolong ya di tertib pin penjual yang majang stok kosong harus nya kalau  stok tidak ada jangan di tampilin,"['tolong', 'ya', 'di', 'tertib', 'pin', 'penjual', 'yang', 'majang', 'stok', 'kosong', 'harus', 'nya', 'kalau', 'stok', 'tidak', 'ada', 'jangan', 'di', 'tampilin']","['tertib', 'pin', 'penjual', 'majang', 'stok', 'kosong', 'nya', 'kalau', 'stok', 'tidak', 'jangan', 'tampilin']"
saya kasih 4 bintang dulu soal nya tkut Kya pemesanan waktu itu udah tak kasih 5bintang ehh pesanan di batal kn,saya kasih bintang dulu soal nya tkut kya pemesanan waktu itu udah tak kasih bintang ehh pesanan di batal kn,saya kasih bintang dulu soal nya tsayat  kya pemesanan waktu itu sudah tak kasih bintang ehh pesanan di batal kan ,"['saya', 'kasih', 'bintang', 'dulu', 'soal', 'nya', 'tsayat', 'kya', 'pemesanan', 'waktu', 'itu', 'sudah', 'tak', 'kasih', 'bintang', 'ehh', 'pesanan', 'di', 'batal', 'kan']","['kasih', 'bintang', 'dulu', 'soal', 'nya', 'tsayat', 'kya', 'pemesanan', 'waktu', 'tak', 'kasih', 'bintang', 'ehh', 'pesanan', 'batal', 'kan']"
Maaf Bintangnya di kurangi. Ini hanya saran masukan saja buat Tokopedia. Kenapa sekarang jadi Lelet. Pengirimannya Lambat. Padahal kami sudah ikut langganan Plus. Tapi malah Parah lambat banget . Kami Sudah tahunan Langganan Tokopedia. Membernya sudah gold. Tolong ke Tokopedia mohon Pelayanan seperti dulu lagi. Pesan sekarang besok sudah sampai. Terimakasih atas Perhatiannya 🙏,maaf bintangnya di kurangi ini hanya saran masukan saja buat tokopedia kenapa sekarang jadi lelet pengirimannya lambat padahal kami sudah ikut langganan plus tapi malah parah lambat banget kami sudah tahunan langganan tokopedia membernya sudah gold tolong ke tokopedia mohon pelayanan seperti dulu lagi pesan sekarang besok sudah sampai terimakasih atas perhatiannya melipat tangan,maaf bintangnya di kurangi ini hanya saran masukan saja buat tokopedia kenapa sekarang jadi lelet pengirimannya lambat padahal kami sudah ikut langganan plus tapi malah parah lambat sekali  kami sudah tahunan langganan tokopedia membernya sudah gold tolong ke tokopedia mohon pelayanan seperti dulu lagi pesan sekarang besok sudah sampai terimakasih atas perhatiannya melipat tangan,"['maaf', 'bintangnya', 'di', 'kurangi', 'ini', 'hanya', 'saran', 'masukan', 'saja', 'buat', 'tokopedia', 'kenapa', 'sekarang', 'jadi', 'lelet', 'pengirimannya', 'lambat', 'padahal', 'kami', 'sudah', 'ikut', 'langganan', 'plus', 'tapi', 'malah', 'parah', 'lambat', 'sekali', 'kami', 'sudah', 'tahunan', 'langganan', 'tokopedia', 'membernya', 'sudah', 'gold', 'tolong', 'ke', 'tokopedia', 'mohon', 'pelayanan', 'seperti', 'dulu', 'lagi', 'pesan', 'sekarang', 'besok', 'sudah', 'sampai', 'terimakasih', 'atas', 'perhatiannya', 'melipat', 'tangan']","['maaf', 'bintangnya', 'kurangi', 'saran', 'masukan', 'buat', 'tokopedia', 'sekarang', 'jadi', 'lelet', 'pengirimannya', 'lambat', 'padahal', 'ikut', 'langganan', 'plus', 'malah', 'parah', 'lambat', 'sekali', 'tahunan', 'langganan', 'tokopedia', 'membernya', 'gold', 'tokopedia', 'mohon', 'pelayanan', 'dulu', 'pesan', 'sekarang', 'besok', 'terimakasih', 'atas', 'perhatiannya', 'melipat', 'tangan']"
Smoga tdak mengecewakan,smoga tdak mengecewakan,semoga  tdak mengecewakan,"['semoga', 'tdak', 'mengecewakan']","['semoga', 'tdak', 'mengecewakan']"
Lestoran dan catering masakan minang,lestoran dan catering masakan minang,lestoran dan catering masakan minang,"['lestoran', 'dan', 'catering', 'masakan', 'minang']","['lestoran', 'catering', 'masakan', 'minang']"
aplikasi mantap,aplikasi mantap,aplikasi mantap,"['aplikasi', 'mantap']","['aplikasi', 'mantap']"
Pelayanan cepat dan terpercaya,pelayanan cepat dan terpercaya,pelayanan cepat dan terpercaya,"['pelayanan', 'cepat', 'dan', 'terpercaya']","['pelayanan', 'cepat', 'terpercaya']"
Aplikasi ini mantul 1 detik sekali,aplikasi ini mantul detik sekali,aplikasi ini mantul detik sekali,"['aplikasi', 'ini', 'mantul', 'detik', 'sekali']","['aplikasi', 'mantul', 'detik', 'sekali']"
Saya senang belanja di toko pedia karna klu kita pesan barang selalu sesuai dgn yg kita inginkan,saya senang belanja di toko pedia karna klu kita pesan barang selalu sesuai dgn yg kita inginkan,saya senang belanja di toko pedia karena  kalau  kita pesan barang selalu sesuai dengan  yang  kita inginkan,"['saya', 'senang', 'belanja', 'di', 'toko', 'pedia', 'karena', 'kalau', 'kita', 'pesan', 'barang', 'selalu', 'sesuai', 'dengan', 'yang', 'kita', 'inginkan']","['senang', 'belanja', 'toko', 'pedia', 'kalau', 'pesan', 'barang', 'selalu', 'sesuai', 'inginkan']"
"Barang mendarat dengan selamat,tapi masa saya yang harus samperin kurir jauh lagi Padahal tinggal masuk gang aja",barang mendarat dengan selamat tapi masa saya yang harus samperin kurir jauh lagi padahal tinggal masuk gang aja,barang mendarat dengan selamat tapi masa saya yang harus samperin kurir jauh lagi padahal tinggal masuk gang saja ,"['barang', 'mendarat', 'dengan', 'selamat', 'tapi', 'masa', 'saya', 'yang', 'harus', 'samperin', 'kurir', 'jauh', 'lagi', 'padahal', 'tinggal', 'masuk', 'gang', 'saja']","['barang', 'mendarat', 'selamat', 'masa', 'samperin', 'kurir', 'jauh', 'padahal', 'tinggal', 'masuk', 'gang']"
"Mudah digunakan, semoga kedepan nya lebih banyak vocher gratisnya wkw",mudah digunakan semoga kedepan nya lebih banyak vocher gratisnya wkw,mudah digunakan semoga kedepan nya lebih banyak vocher gratisnya wkw,"['mudah', 'digunakan', 'semoga', 'kedepan', 'nya', 'lebih', 'banyak', 'vocher', 'gratisnya', 'wkw']","['mudah', 'digunakan', 'semoga', 'kedepan', 'nya', 'lebih', 'banyak', 'vocher', 'gratisnya', 'wkw']"
"lumayan lah untuk toko online jd gak repot"" keluar rmh.",lumayan lah untuk toko online jd gak repot keluar rmh,lumayan lah untuk toko online jadi tidak repot keluar rumah,"['lumayan', 'lah', 'untuk', 'toko', 'online', 'jadi', 'tidak', 'repot', 'keluar', 'rumah']","['lumayan', 'lah', 'toko', 'online', 'jadi', 'tidak', 'repot', 'keluar', 'rumah']"
Keren Tokopedia gua suka banget mantap poolll,keren tokopedia gua suka banget mantap poolll,keren tokopedia saya  suka sekali  mantap poolll,"['keren', 'tokopedia', 'saya', 'suka', 'sekali', 'mantap', 'poolll']","['keren', 'tokopedia', 'suka', 'sekali', 'mantap', 'poolll']"
cepat,cepat,cepat,['cepat'],['cepat']
pengiriman cepat Saran aja nih kl pas anter barang orangnya tdk ada di rmh tolong di telp atw di chat dl ... kalaupun mau taro di rmh tetap di chat dulu jd tau barang yg kita pesan ada di mana ...,pengiriman cepat saran aja nih kl pas anter barang orangnya tdk ada di rmh tolong di telp atw di chat dl kalaupun mau taro di rmh tetap di chat dulu jd tau barang yg kita pesan ada di mana,pengiriman cepat saran saja  nih kalau  pas anter barang orangnya tidak ada di rumah tolong di telepon atau  di chat dulu  kalaupun mau taro di rumah tetap di chat dulu jadi tahu barang yang  kita pesan ada di mana,"['pengiriman', 'cepat', 'saran', 'saja', 'nih', 'kalau', 'pas', 'anter', 'barang', 'orangnya', 'tidak', 'ada', 'di', 'rumah', 'tolong', 'di', 'telepon', 'atau', 'di', 'chat', 'dulu', 'kalaupun', 'mau', 'taro', 'di', 'rumah', 'tetap', 'di', 'chat', 'dulu', 'jadi', 'tahu', 'barang', 'yang', 'kita', 'pesan', 'ada', 'di', 'mana']","['pengiriman', 'cepat', 'saran', 'nih', 'kalau', 'pas', 'anter', 'barang', 'orangnya', 'tidak', 'rumah', 'telepon', 'chat', 'dulu', 'kalaupun', 'mau', 'taro', 'rumah', 'tetap', 'chat', 'dulu', 'jadi', 'tahu', 'barang', 'pesan', 'mana']"
enakkk....,enakkk,enakkk,['enakkk'],['enakkk']
Lumayan,lumayan,lumayan,['lumayan'],['lumayan']
Ok,ok,oke,['oke'],['oke']
thank you,thank you,thank you,"['thank', 'you']","['thank', 'you']"
baik,baik,baik,['baik'],['baik']
good 👍👍,good jempol ke atas jempol ke atas,good jempol ke atas jempol ke atas,"['good', 'jempol', 'ke', 'atas', 'jempol', 'ke', 'atas']","['good', 'jempol', 'atas', 'jempol', 'atas']"
gratis ongkir,gratis ongkir,gratis ongkir,"['gratis', 'ongkir']","['gratis', 'ongkir']"
keren,keren,keren,['keren'],['keren']
Sangat baik,sangat baik,sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
"Gratis Ongkir makin sedikit nominalnya, semoga segera dapat suntikan dana lagi min 👍.",gratis ongkir makin sedikit nominalnya semoga segera dapat suntikan dana lagi min jempol ke atas,gratis ongkir makin sedikit nominalnya semoga segera dapat suntikan dana lagi min jempol ke atas,"['gratis', 'ongkir', 'makin', 'sedikit', 'nominalnya', 'semoga', 'segera', 'dapat', 'suntikan', 'dana', 'lagi', 'min', 'jempol', 'ke', 'atas']","['gratis', 'ongkir', 'makin', 'sedikit', 'nominalnya', 'semoga', 'segera', 'suntikan', 'dana', 'min', 'jempol', 'atas']"
Tokopedia luar biasa,tokopedia luar biasa,tokopedia luar biasa,"['tokopedia', 'luar', 'biasa']","['tokopedia', 'luar', 'biasa']"
Ok,ok,oke,['oke'],['oke']
"Kok sekarang kalo ambil kupon promo, pas checkout metode pembayarannya cuma lewat BRI CERIA aja ya yg bisa? Tapi kalo kupon promonya ga diambil, bisa bayar via apa aja. Ini gimana nih sekarang jadi ngeselin, ga kaya kemaren² masih enak. Mohon perbaikannya min, agar yg setia pake tokped ga beralih ke apk lain 🙏",kok sekarang kalo ambil kupon promo pas checkout metode pembayarannya cuma lewat bri ceria aja ya yg bisa tapi kalo kupon promonya ga diambil bisa bayar via apa aja ini gimana nih sekarang jadi ngeselin ga kaya kemaren masih enak mohon perbaikannya min agar yg setia pake tokped ga beralih ke apk lain melipat tangan,kok sekarang kalau  ambil kupon promo pas checkout metode pembayarannya cuma lewat bri ceria saja  ya yang  bisa tapi kalau  kupon promonya tidak diambil bisa bayar via apa saja  ini gimana nih sekarang jadi ngeselin tidak kaya kemarin  masih enak mohon perbaikannya min agar yang  setia pakai  tokped tidak beralih ke apk lain melipat tangan,"['kok', 'sekarang', 'kalau', 'ambil', 'kupon', 'promo', 'pas', 'checkout', 'metode', 'pembayarannya', 'cuma', 'lewat', 'bri', 'ceria', 'saja', 'ya', 'yang', 'bisa', 'tapi', 'kalau', 'kupon', 'promonya', 'tidak', 'diambil', 'bisa', 'bayar', 'via', 'apa', 'saja', 'ini', 'gimana', 'nih', 'sekarang', 'jadi', 'ngeselin', 'tidak', 'kaya', 'kemarin', 'masih', 'enak', 'mohon', 'perbaikannya', 'min', 'agar', 'yang', 'setia', 'pakai', 'tokped', 'tidak', 'beralih', 'ke', 'apk', 'lain', 'melipat', 'tangan']","['kok', 'sekarang', 'kalau', 'ambil', 'kupon', 'promo', 'pas', 'checkout', 'metode', 'pembayarannya', 'cuma', 'lewat', 'bri', 'ceria', 'kalau', 'kupon', 'promonya', 'tidak', 'diambil', 'bayar', 'via', 'apa', 'gimana', 'nih', 'sekarang', 'jadi', 'ngeselin', 'tidak', 'kaya', 'kemarin', 'enak', 'mohon', 'perbaikannya', 'min', 'setia', 'pakai', 'tokped', 'tidak', 'beralih', 'apk', 'melipat', 'tangan']"
Toko pedia memand oke,toko pedia memand oke,toko pedia memand oke,"['toko', 'pedia', 'memand', 'oke']","['toko', 'pedia', 'memand', 'oke']"
Tokopedia top banget,tokopedia top banget,tokopedia top sekali ,"['tokopedia', 'top', 'sekali']","['tokopedia', 'top', 'sekali']"
sangat puas dengan aplikasi nya,sangat puas dengan aplikasi nya,sangat puas dengan aplikasi nya,"['sangat', 'puas', 'dengan', 'aplikasi', 'nya']","['sangat', 'puas', 'aplikasi', 'nya']"
suka,suka,suka,['suka'],['suka']
Baru mau pakai,baru mau pakai,baru mau pakai,"['baru', 'mau', 'pakai']","['baru', 'mau', 'pakai']"
Apknya sih dah lumayn cmn kasih fitur pengembalian barang...soalnya kalo barang tak sesuaikan jdi susah dan kemakan uang banyak jdi tingk,apknya sih dah lumayn cmn kasih fitur pengembalian barang soalnya kalo barang tak sesuaikan jdi susah dan kemakan uang banyak jdi tingk,apknya sih sudah lumayn hanya  kasih fitur pengembalian barang soalnya kalau  barang tak sesuaikan jadi susah dan kemakan uang banyak jadi tingk,"['apknya', 'sih', 'sudah', 'lumayn', 'hanya', 'kasih', 'fitur', 'pengembalian', 'barang', 'soalnya', 'kalau', 'barang', 'tak', 'sesuaikan', 'jadi', 'susah', 'dan', 'kemakan', 'uang', 'banyak', 'jadi', 'tingk']","['apknya', 'sih', 'lumayn', 'kasih', 'fitur', 'pengembalian', 'barang', 'soalnya', 'kalau', 'barang', 'tak', 'sesuaikan', 'jadi', 'susah', 'kemakan', 'uang', 'banyak', 'jadi', 'tingk']"
